"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
2635,"Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","flavus","Silky pocket mouse",NA,8.3,0.097,307.75
2636,"Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","longimembris","Little pocket mouse",8.3,8.5,0.061,307.85
2637,"Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","merriami","Merriam's pocket mouse",NA,NA,NA,NA
2638,"Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","parvus","Great Basin pocket mouse",5.8,19.2,0.16,NA
2639,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Atherurus","africanus","African brush-tailed porcupine",22.9,NA,NA,NA
2640,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Atherurus","macrourus","Asiatic brush-tailed porcupine",NA,NA,NA,NA
2641,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","africaeaustralis","Cape porcupine",23.1,11300,13.175,310.65
2642,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","brachyura","Malayan porcupine",27.3,NA,NA,NA
2643,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","cristata","African porcupine",28,NA,NA,NA
2644,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","indica","Indian crested porcupine",27.1,NA,NA,NA
2645,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","pumila","Indonesian porcupine",NA,NA,NA,NA
2646,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","sumatrae","Sumatran porcupine",NA,NA,NA,NA
2647,"Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Trichys","fasciculata","Long-tailed porcupine",NA,NA,NA,NA
2648,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","cahirinus","Spiny mouse",5.9,42,0.258,310.65
2649,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","cilicicus","Turkish spiny mouse",4,NA,NA,NA
2650,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","minous","Crete spiny mouse",NA,NA,NA,NA
2651,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","russatus","Golden spiny mouse",NA,55.4,0.24,310.45
2652,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","wilsoni","Wilson's spiny mouse",5.6,NA,NA,NA
2653,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","agrarius","Striped field mouse",NA,21.2,0.373,NA
2654,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","argenteus","Small Japanese field mouse",5,NA,NA,NA
2655,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","flavicollis","Yellow-necked mouse",4.5,28.3,0.365,309.85
2656,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","peninsulae","Korean field mouse",4.4,NA,NA,NA
2657,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","speciosus","Large Japanese field mouse",5.3,NA,NA,NA
2658,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","sylvaticus","Long-tailed field mouse",6.3,23.8,0.264,309.85
2659,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Arvicanthis","niloticus","Nile kusu",6.7,NA,NA,NA
2660,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Chiropodomys","gliroides","Pencil-tailed tree mouse",3.6,NA,NA,NA
