"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
910,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","americana","Northern parula",7,7,0.122375,NA
911,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","caerulescens","Black-throated blue warbler",10,9.4,0.18601,NA
912,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","castanea","Bay-breasted warbler",4.9,NA,NA,NA
913,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","cerulea","Cerulean warbler",6,NA,NA,NA
914,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","chrysoparia","Golden-cheeked warbler",11,NA,NA,NA
915,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","citrina","Hooded warbler",8.2,12,0.21538,NA
916,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","coronata","Yellow-rumped (myrtle) warbler",10,11.5,0.1895,NA
917,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","discolor","Prairie warbler",10.3,NA,NA,NA
918,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","dominica","Yellow-throated warbler",6.1,9.8,0.1604,NA
919,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","fusca","Blackburnian warbler",8.2,NA,NA,NA
920,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","kirtlandii","Kirtland's warbler",9,NA,NA,NA
921,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","magnolia","Magnolia warbler",8,NA,NA,NA
922,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","occidentalis","Hermit warbler",9.1,NA,NA,NA
923,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","palmarum","Western palm warbler",6.6,9.8,0.1554,NA
924,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","pensylvanica","Chestnut-sided warbler",6.9,NA,NA,NA
925,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","petechia","Yellow warbler",11,NA,NA,NA
926,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","pinus","Pine warbler",10.2,12,0.1795,NA
927,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","ruticilla","American redstart",10.1,NA,NA,NA
928,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","striata","Blackpoll warbler",8.1,NA,NA,NA
929,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","tigrina","Cape May warbler",NA,NA,NA,NA
930,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","townsendi","Townsend's warbler",10.7,NA,NA,NA
931,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","virens","Black-throated green warbler",6,NA,NA,NA
932,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","chrysoptera","Golden-winged warbler",7.9,NA,NA,NA
933,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","cyanoptera","Blue-winged warbler",9,7.8,0.1505,NA
934,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","domesticus","House sparrow",23,NA,NA,NA
935,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","hispaniolensis","Spanish sparrow",11.2,NA,NA,NA
936,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","moabiticus","Dead Sea sparrow",NA,NA,NA,NA
937,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","montanus","Eurasian tree sparrow",13.1,17.5,0.2007,NA
938,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Petronia","petronia","Rock sparrow",7,NA,NA,NA
939,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","borealis","Arctic warbler",NA,NA,NA,NA
940,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","collybita","Common chiffchaff and Eurasian chiffchaff",8,8.2,0.165,NA
941,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","sibillatrix","Wood warbler",10.2,NA,NA,NA
942,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","trochilus","Willow warbler",11.8,10.7,0.208,NA
943,"Animalia","Chordata","Aves","Passeriformes","Ploceidae","Bubalornis","albirostris","African ox birds",20,NA,NA,NA
944,"Animalia","Chordata","Aves","Passeriformes","Ploceidae","Ploceus","cucullatus","Village weaver",24,NA,NA,NA
945,"Animalia","Chordata","Aves","Passeriformes","Ploceidae","Quelea","quelea","Red-billed quelea",10,NA,NA,NA
946,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","caerulea","Blue-grey gnatcatcher",4.2,NA,NA,NA
947,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","californica","California gnatcatcher",8,NA,NA,NA
948,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","Prunella","modularis","Hedge sparrow",20.8,16.8,0.325,NA
949,"Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","jocosus","Red-whiskered bulbul",11.1,NA,NA,NA
950,"Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","xanthopygos","White-spectacled bulbul",8.8,NA,NA,NA
951,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","calendula","Ruby-crowned kinglet",5.6,NA,NA,NA
952,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","regulus","Goldcrest",7,5.5,0.184,NA
953,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","satrapa","Golden-crowned kinglet",6.3,NA,NA,NA
954,"Animalia","Chordata","Aves","Passeriformes","Remizidae","Auriparus","flaviceps","Verdin",5.6,NA,NA,NA
955,"Animalia","Chordata","Aves","Passeriformes","Remizidae","Remiz","pendulinus","Eurasian penduline-tit",7,NA,NA,NA
956,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","canadensis","Red-breasted nuthatch",7.5,NA,NA,NA
957,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","carolinensis","White-breasted nuthatch",9.8,NA,NA,NA
958,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","europaea","Wood nuthatch or Eurasian nuthatch",12.9,NA,NA,NA
959,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","pusilla","Brown-headed nuthatch",5.8,NA,NA,NA
960,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","pygmaea","Pygmy nuthatch",8.2,NA,NA,NA
961,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","cristatellus","Crested myna",13,109.4,1.2092,NA
962,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Lamprotornis","caudatus","Long-tailed glossy starling",17.8,NA,NA,NA
963,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Lamprotornis","hildebrandti","Hildebrandt's starling",16.9,NA,NA,NA
964,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Leucopsar","rothschildi","Bali mynah",25,NA,NA,NA
965,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","vulgaris","European starling",22.9,75,0.877,NA
966,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Chamaea","fasciata","Wrentit",12.6,NA,NA,NA
967,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","atricapilla","Blackcap",13.8,NA,NA,NA
968,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","borin","Garden warbler",24,24.8,0.416,NA
969,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","communis","Whitethroat",8.9,NA,NA,NA
970,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","curruca","Lesser whitethroat",9,10.6,0.199,NA
971,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","melanocephala","Sardinian warbler",8.3,NA,NA,NA
972,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","nisoria","Barred warbler",11.9,NA,NA,NA
973,"Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Formicivora","acutirostris","Marsh antwren",16.2,NA,NA,NA
974,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Cyanerpes","caeruleus","Purple honeycreeper",17,NA,NA,NA
975,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Loxigilla","portoricensis","Puerto rican bullfinch",15.6,NA,NA,NA
976,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Nesospingus","speculiferus","Puerto Rican tanager",4,NA,NA,NA
977,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","torqueola","White-collared seedeater",11.7,NA,NA,NA
978,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Thraupis","episcopus","Blue-grey tanager",9.5,NA,NA,NA
979,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus","Cactus wren",7.3,NA,NA,NA
980,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii","Bewick's wren",8,NA,NA,NA
981,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryothorus","ludovicianus","Carolina wren",9.2,NA,NA,NA
982,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","aedon","House wren",9,NA,NA,NA
983,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","troglodytes","Winter wren",7,9,0.213,NA
984,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","bicknelli","Bicknell's thrush",11.9,NA,NA,NA
985,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","fuscescens","Veery",10.1,NA,NA,NA
986,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","guttatus","Hermit thrush",10.8,NA,NA,NA
987,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","minimus","Grey-cheeked thrush",7.3,NA,NA,NA
988,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","ustulatus","Swainson's thrush",11,NA,NA,NA
989,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Hylocichla","mustelina","Wood thrush",10.2,NA,NA,NA
990,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","naevius","Varied thrush",5.6,NA,NA,NA
991,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","currucoides","Mountain bluebird",9,NA,NA,NA
992,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","mexicana","Western bluebird",8.7,27.5,0.423,NA
993,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","sialis","Eastern bluebird",10.5,NA,NA,NA
994,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","grayi","Clay-colored robin",9.6,NA,NA,NA
995,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","iliacus","Redwing",18.8,58,0.722,NA
996,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","merula","Common blackbird and Eurasian blackbird",21.8,NA,NA,NA
997,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","migratorius","American robin",17,NA,NA,NA
998,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","philomelos","Song thrush",17.7,62.8,0.726,NA
999,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","pilaris","Fieldfare",18.1,NA,NA,NA
1000,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","plumbeus","Red-legged thrush",14.6,NA,NA,NA
1001,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","torquatus","Ring ouzel",9.1,NA,NA,NA
1002,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","viscivorus","Mistle thrush",21.2,NA,NA,NA
1003,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Camptostoma","imberbe","Northern beardless tyrannulet",5.8,NA,NA,NA
1004,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","cooperi","Olive-sided flycatcher",11.1,NA,NA,NA
1005,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","sordidulus","Western wood pewee",8.1,NA,NA,NA
1006,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","virens","Eastern wood pewee",8.2,13.9,0.2576,NA
1007,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","martinica","Caribbean elaenia",13.6,NA,NA,NA
1008,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","alnorum","Alder flycatcher",9.1,NA,NA,NA
1009,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","difficilis","Pacific-slope flycatcher",6.9,NA,NA,NA
1010,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","flaviventris","Yellow-bellied flycatcher",NA,NA,NA,NA
1011,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","hammondii","Hammond's flycatcher",7,NA,NA,NA
1012,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","minimus","Least flycatcher",8,NA,NA,NA
1013,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","oberholseri","Dusky flycatcher",9,NA,NA,NA
1014,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","traillii","Willow flycatcher",11,NA,NA,NA
1015,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","virescens","Acadian flycatcher",12.1,12.3,0.1795,NA
1016,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","antillarum","Puerto rican flycatcher",13.6,NA,NA,NA
1017,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens","Ash-throated flycatcher",11.9,NA,NA,NA
1018,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","crinitus","Great crested flycatcher",14.9,33.9,0.384,NA
1019,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus","Brown-crested flycatcher",11,NA,NA,NA
1020,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","rubinus","Vermilion flycatcher",5.5,NA,NA,NA
1021,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","nigricans","Black phoebe",8,NA,NA,NA
1022,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","phoebe","Eastern phoebe",10.3,21.6,0.3449,NA
1023,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","saya","Say's phoebe",NA,NA,NA,NA
1024,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","tyrannus","Eastern kingbird",11.1,35.7,0.4372,NA
1025,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","verticalis","Western kingbird",6.9,NA,NA,NA
1026,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","atricapilla","Black-capped vireo",12,NA,NA,NA
1027,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","bellii","Bell's vireo",9.1,NA,NA,NA
1028,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","flavifrons","Yellow-throated vireo",6.1,NA,NA,NA
1029,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","gilvus","Warbling vireo",13.1,NA,NA,NA
1030,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","griseus","White-eyed vireo",10.9,NA,NA,NA
1031,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","huttoni","Hutton's vireo",13.5,NA,NA,NA
1032,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","latimeri","Puerto rican vireo",16.8,NA,NA,NA
1033,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","olivaceus","Red-eyed vireo",10.2,NA,NA,NA
1034,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","philadelphicus","Philadelphia vireo",9.8,NA,NA,NA
1035,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","solitarius","Blue-headed vireo",7.4,NA,NA,NA
1036,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","vicinior","Grey vireo",NA,NA,NA,NA
1037,"Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","japonicus","Japanese white-eye",5.1,NA,NA,NA
1038,"Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","lateralis","Silvereye",13,NA,NA,NA
1039,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","alba","Great egret",22.8,NA,NA,NA
1040,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","cinerea","Grey heron",37.5,NA,NA,NA
1041,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","cocoi","Cocoi heron",24.4,NA,NA,NA
1042,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","goliath","Goliath heron",22.9,NA,NA,NA
1043,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","herodias","Great blue heron",24.5,NA,NA,NA
1044,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","purpurea","Purple heron",25.4,NA,NA,NA
1045,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","lentiginosus","American bittern",8.3,600,2.7412,NA
1046,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","stellaris","Bittern",11.3,NA,NA,NA
1047,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","ibis","Cattle egret",23,NA,NA,NA
1048,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","Green heron",11.6,NA,NA,NA
1049,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","caerulea","Little blue heron",13.9,NA,NA,NA
1050,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","garzetta","Little egret",22.3,NA,NA,NA
1051,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","rufescens","Reddish egret",22,NA,NA,NA
1052,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","thula","Snowy egret",22.8,NA,NA,NA
1053,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","tricolor","Tricolored heron",17.7,NA,NA,NA
1054,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","minutus","Little bittern",6.9,NA,NA,NA
1055,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","nycticorax","Black-crowned night heron",21.1,NA,NA,NA
1056,"Animalia","Chordata","Aves","Pelecaniformes","Balaenicipitidae","Balaeniceps","rex","Shoebill",35.7,NA,NA,NA
1057,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","crispus","Dalmatian pelican",35.3,NA,NA,NA
1058,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","erythrorhynchos","American white pelican",54,NA,NA,NA
1059,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","occidentalis","Brown pelican",43,NA,NA,NA
1060,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","onocrotalus","Great white pelican",51,NA,NA,NA
1061,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","carunculata","Wattled ibis",12,NA,NA,NA
1062,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","hagedash","Hadada ibis",16,NA,NA,NA
1063,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","rara","Spot-breasted ibis",NA,NA,NA,NA
1064,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","albus","White ibis",27.6,NA,NA,NA
1065,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","ruber","Scarlet ibis",33.2,NA,NA,NA
1066,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Geronticus","calvus","Bald ibis",15.3,NA,NA,NA
1067,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Geronticus","eremita","Northern bald ibis",32.9,NA,NA,NA
1068,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Nipponia","nippon","Crested ibis",25.8,NA,NA,NA
1069,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Phimosus","infuscatus","Whispering ibis",20,NA,NA,NA
1070,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","ajaja","Roseate spoonbill",28,NA,NA,NA
1071,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","alba","African spoonbill",17.9,NA,NA,NA
1072,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","flavipes","Yellow-billed spoonbill",28.6,NA,NA,NA
1073,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","leucorodia","Eurasian spoonbill",30.1,NA,NA,NA
1074,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","minor","Black-faced spoonbill",15,NA,NA,NA
1075,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","chihi","White-faced ibis",20.4,NA,NA,NA
1076,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","falcinellus","Glossy ibis",26.8,NA,NA,NA
1077,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","ridgwayi","Puna ibis",18,NA,NA,NA
1078,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Pseudibis","papillosa","Black ibis",30,NA,NA,NA
1079,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","caerulescens","Plumbeous ibis",NA,NA,NA,NA
1080,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","Buff-necked ibis",22,NA,NA,NA
1081,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","melanopis","Black-faced ibis",34.5,NA,NA,NA
1082,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","aethiopicus","Sacred ibis",37,NA,NA,NA
1083,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","melanocephalus","Black-headed ibis",28.2,NA,NA,NA
1084,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","molucca","Australian ibis",33.2,NA,NA,NA
1085,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","spinicollis","Straw-necked ibis",39.4,NA,NA,NA
1086,"Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","aethereus","Red-billed tropicbird",17.6,NA,NA,NA
1087,"Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","rubricauda","Red-tailed tropicbird",32.7,NA,NA,NA
1088,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","minor","Lesser flamingo",41,NA,NA,NA
1089,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","chilensis","Chilean flamingo",36.7,NA,NA,NA
1090,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","roseus","Greater flamingo",44,NA,NA,NA
1091,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","ruber","American flamingo",NA,NA,NA,NA
1092,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","auratus","Northern flicker",12.5,NA,NA,NA
1093,"Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","leucotos","White-backed woodpecker",15.9,NA,NA,NA
1094,"Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","major","Great spotted woodpecker",12.7,NA,NA,NA
1095,"Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","medius","Middle spotted woodpecker",8,NA,NA,NA
1096,"Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","minor","Lesser spotted woodpecker",9.8,NA,NA,NA
1097,"Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","syriacus","Syrian woodpecker",10.9,NA,NA,NA
1098,"Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","martius","Black woodpecker",14,NA,NA,NA
1099,"Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","pileatus","Pileated woodpecker",13,NA,NA,NA
1100,"Animalia","Chordata","Aves","Piciformes","Picidae","Jynx","torquilla","Eurasian wryneck",10,NA,NA,NA
1101,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","aurifrons","Golden-fronted woodpecker",NA,NA,NA,NA
1102,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","carolinus","Red-bellied woodpecker",20.7,NA,NA,NA
1103,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","erythrocephalus","Red-headed woodpecker",10,NA,NA,NA
1104,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","formicivorus","Acorn woodpecker",17.2,73,0.737,NA
1105,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","uropygialis","Gila woodpecker",11,NA,NA,NA
1106,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","borealis","Red-cockaded woodpecker",16.1,NA,NA,NA
1107,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","nuttallii","Nuttall's woodpecker",7.8,NA,NA,NA
1108,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","pubescens","Downy woodpecker",11.9,21.7,0.383,NA
1109,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","scalaris","Ladder-backed woodpecker",NA,NA,NA,NA
1110,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","tridactylus","Eurasian three-toed woodpecker and three-toed woodpecker",11.2,NA,NA,NA
1111,"Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","villosus","Hairy woodpecker",15.9,NA,NA,NA
1112,"Animalia","Chordata","Aves","Piciformes","Picidae","Picus","canus","Grey-faced woodpecker and grey-headed woodpecker",NA,NA,NA,NA
1113,"Animalia","Chordata","Aves","Piciformes","Picidae","Picus","viridis","Eurasian green woodpecker",15.2,NA,NA,NA
1114,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","nuchalis","Red-naped sapsucker",4.9,NA,NA,NA
1115,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","ruber","Red-breasted sapsucker",4.8,NA,NA,NA
1116,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","varius","Yellow-bellied sapsucker",7.8,NA,NA,NA
1117,"Animalia","Chordata","Aves","Piciformes","Ramphastidae","Ramphastos","toco","Toco toucan",16.2,NA,NA,NA
1118,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus","occidentalis","Western grebe",14,NA,NA,NA
1119,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","auritus","Horned grebe",NA,NA,NA,NA
1120,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","cristatus","Great crested grebe",19.2,NA,NA,NA
1121,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","grisegena","Red-necked grebe",11,NA,NA,NA
1122,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","nigricollis","Eared grebe",13.1,NA,NA,NA
1123,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","podiceps","Pied-billed grebe",NA,NA,NA,NA
